ENFJ,ENFJ,86
ENFJ,ENFP,91
ENFJ,ENTJ,42
ENFJ,ENTP,73
ENFJ,ESFJ,64
ENFJ,ESFP,80
ENFJ,ESTJ,22
ENFJ,ESTP,41
ENFJ,INFJ,74
ENFJ,INFP,73
ENFJ,INTJ,16
ENFJ,INTP,35
ENFJ,ISFJ,30
ENFJ,ISFP,40
ENFJ,ISTJ,18
ENFJ,ISTP,9
ENFP,ENFJ,91
ENFP,ENFP,97
ENFP,ENTJ,37
ENFP,ENTP,85
ENFP,ESFJ,42
ENFP,ESFP,93
ENFP,ESTJ,27
ENFP,ESTP,76
ENFP,INFJ,51
ENFP,INFP,73
ENFP,INTJ,13
ENFP,INTP,36
ENFP,ISFJ,11
ENFP,ISFP,49
ENFP,ISTJ,4
ENFP,ISTP,14
ENTJ,ENFJ,42
ENTJ,ENFP,37
ENTJ,ENTJ,91
ENTJ,ENTP,81
ENTJ,ESFJ,53
ENTJ,ESFP,51
ENTJ,ESTJ,87
ENTJ,ESTP,74
ENTJ,INFJ,25
ENTJ,INFP,13
ENTJ,INTJ,46
ENTJ,INTP,47
ENTJ,ISFJ,29
ENTJ,ISFP,6
ENTJ,ISTJ,66
ENTJ,ISTP,41
ENTP,ENFJ,73
ENTP,ENFP,85
ENTP,ENTJ,81
ENTP,ENTP,94
ENTP,ESFJ,32
ENTP,ESFP,87
ENTP,ESTJ,70
ENTP,ESTP,92
ENTP,INFJ,11
ENTP,INFP,35
ENTP,INTJ,22
ENTP,INTP,51
ENTP,ISFJ,5
ENTP,ISFP,14
ENTP,ISTJ,11
ENTP,ISTP,35
ESFJ,ENFJ,64
ESFJ,ENFP,42
ESFJ,ENTJ,53
ESFJ,ENTP,32
ESFJ,ESFJ,94
ESFJ,ESFP,40
ESFJ,ESTJ,77
ESFJ,ESTP,37
ESFJ,INFJ,74
ESFJ,INFP,17
ESFJ,INTJ,32
ESFJ,INTP,5
ESFJ,ISFJ,79
ESFJ,ISFP,57
ESFJ,ISTJ,71
ESFJ,ISTP,19
ESFP,ENFJ,80
ESFP,ENFP,93
ESFP,ENTJ,51
ESFP,ENTP,87
ESFP,ESFJ,40
ESFP,ESFP,70
ESFP,ESTJ,39
ESFP,ESTP,75
ESFP,INFJ,43
ESFP,INFP,58
ESFP,INTJ,22
ESFP,INTP,39
ESFP,ISFJ,12
ESFP,ISFP,58
ESFP,ISTJ,8
ESFP,ISTP,26
ESTJ,ENFJ,22
ESTJ,ENFP,27
ESTJ,ENTJ,87
ESTJ,ENTP,70
ESTJ,ESFJ,77
ESTJ,ESFP,39
ESTJ,ESTJ,96
ESTJ,ESTP,78
ESTJ,INFJ,14
ESTJ,INFP,3
ESTJ,INTJ,33
ESTJ,INTP,22
ESTJ,ISFJ,48
ESTJ,ISFP,22
ESTJ,ISTJ,79
ESTJ,ISTP,55
ESTP,ENFJ,41
ESTP,ENFP,76
ESTP,ENTJ,74
ESTP,ENTP,92
ESTP,ESFJ,37
ESTP,ESFP,75
ESTP,ESTJ,78
ESTP,ESTP,95
ESTP,INFJ,5
ESTP,INFP,24
ESTP,INTJ,17
ESTP,INTP,39
ESTP,ISFJ,12
ESTP,ISFP,43
ESTP,ISTJ,20
ESTP,ISTP,62
INFJ,ENFJ,74
INFJ,ENFP,51
INFJ,ENTJ,25
INFJ,ENTP,11
INFJ,ESFJ,74
INFJ,ESFP,43
INFJ,ESTJ,14
INFJ,ESTP,5
INFJ,INFJ,95
INFJ,INFP,85
INFJ,INTJ,65
INFJ,INTP,50
INFJ,ISFJ,85
INFJ,ISFP,58
INFJ,ISTJ,53
INFJ,ISTP,23
INFP,ENFJ,73
INFP,ENFP,73
INFP,ENTJ,13
INFP,ENTP,35
INFP,ESFJ,17
INFP,ESFP,58
INFP,ESTJ,3
INFP,ESTP,24
INFP,INFJ,85
INFP,INFP,97
INFP,INTJ,70
INFP,INTP,84
INFP,ISFJ,46
INFP,ISFP,78
INFP,ISTJ,21
INFP,ISTP,49
INTJ,ENFJ,16
INTJ,ENFP,13
INTJ,ENTJ,46
INTJ,ENTP,22
INTJ,ESFJ,32
INTJ,ESFP,22
INTJ,ESTJ,33
INTJ,ESTP,17
INTJ,INFJ,65
INTJ,INFP,70
INTJ,INTJ,86
INTJ,INTP,89
INTJ,ISFJ,79
INTJ,ISFP,45
INTJ,ISTJ,85
INTJ,ISTP,87
INTP,ENFJ,35
INTP,ENFP,36
INTP,ENTJ,47
INTP,ENTP,51
INTP,ESFJ,5
INTP,ESFP,39
INTP,ESTJ,22
INTP,ESTP,39
INTP,INFJ,50
INTP,INFP,84
INTP,INTJ,89
INTP,INTP,96
INTP,ISFJ,38
INTP,ISFP,43
INTP,ISTJ,51
INTP,ISTP,81
ISFJ,ENFJ,30
ISFJ,ENFP,11
ISFJ,ENTJ,29
ISFJ,ENTP,5
ISFJ,ESFJ,79
ISFJ,ESFP,12
ISFJ,ESTJ,48
ISFJ,ESTP,12
ISFJ,INFJ,85
ISFJ,INFP,46
ISFJ,INTJ,79
ISFJ,INTP,38
ISFJ,ISFJ,95
ISFJ,ISFP,76
ISFJ,ISTJ,93
ISFJ,ISTP,62
ISFP,ENFJ,40
ISFP,ENFP,49
ISFP,ENTJ,6
ISFP,ENTP,14
ISFP,ESFJ,57
ISFP,ESFP,58
ISFP,ESTJ,22
ISFP,ESTP,43
ISFP,INFJ,58
ISFP,INFP,78
ISFP,INTJ,45
ISFP,INTP,43
ISFP,ISFJ,76
ISFP,ISFP,97
ISFP,ISTJ,47
ISFP,ISTP,76
ISTJ,ENFJ,18
ISTJ,ENFP,4
ISTJ,ENTJ,66
ISTJ,ENTP,11
ISTJ,ESFJ,71
ISTJ,ESFP,8
ISTJ,ESTJ,79
ISTJ,ESTP,20
ISTJ,INFJ,53
ISTJ,INFP,21
ISTJ,INTJ,85
ISTJ,INTP,51
ISTJ,ISFJ,93
ISTJ,ISFP,47
ISTJ,ISTJ,96
ISTJ,ISTP,78
ISTP,ENFJ,9
ISTP,ENFP,14
ISTP,ENTJ,41
ISTP,ENTP,35
ISTP,ESFJ,19
ISTP,ESFP,26
ISTP,ESTJ,55
ISTP,ESTP,62
ISTP,INFJ,23
ISTP,INFP,49
ISTP,INTJ,78
ISTP,INTP,81
ISTP,ISFJ,62
ISTP,ISFP,76
ISTP,ISTJ,78
ISTP,ISTP,96
